Date,Time,Receipt #,Drawer,Module,Debit/Credit,Pay Type,User,Batch#,House/Other,Payment Reference,Payment Reference 2,Amount
"01/02/2021"," 2:41pm","  2070551","5","PSS","C","  3","FD2","0","36539","mm","","          6.00"
"01/02/2021"," 3:03pm","  2070564","5","AR","C","  3","FD2","0","61095","mr","","        500.00"
"01/02/2021"," 3:27pm","  2070585","5","PSS","C","  3","FD2","0","49882","mm","","          6.00"
"01/02/2021"," 3:53pm","  2070611","5","PSS","C","  3","FD2","0","31989","mm","","          5.00"
"01/03/2021"," 9:19am","  2070664","5","PSS","C","  3","FD2","0","49526","cj","","         44.00"
"01/03/2021"," 9:36am","  2070677","5","PSS","C","  3","FD2","0","49526","cj","","         10.00"
"01/03/2021","10:06am","  2070713","5","PSS","C","  3","FD2","0","36539","mr","","          6.00"
"01/03/2021","10:19am","  2070718","5","PSS","C","  3","FD2","0","34806","mr","","          8.00"
"01/03/2021","10:31am","  2070722","5","PSS","C","  3","FD2","0","57306","mr","","         12.00"
"01/03/2021","10:37am","  2070733","5","PSS","C","  3","FD2","0","53680","mr","","          6.00"
"01/03/2021","11:05am","  2070744","5","PM","C","  3","FD2","0","61612","mr","","         10.00"
"01/03/2021","11:13am","  2070747","5","PSS","C","  3","FD2","0","61349","mr","","         30.00"
"01/03/2021","11:47am","  2070761","5","PSS","C","  3","FD2","0","49526","cj","","         10.00"
"01/03/2021","12:00pm","  2070763","5","AR","C","  3","FD2","0","38303","mr","","        125.00"
"01/03/2021","12:33pm","  2070779","5","PSS","C","  3","FD2","0","49526","cj","","         20.00"
"01/03/2021","12:44pm","  2070784","5","PSS","C","  3","FD2","0","49526","cj","","         10.00"
"01/03/2021"," 1:14pm","  2070794","5","PM","C","  3","FD2","0","61613","mm","","         10.00"
"01/03/2021"," 2:05pm","  2070813","5","PM","C","  3","FD2","0","42323","mm","","        400.00"
"01/03/2021"," 2:18pm","  2070825","5","PSS","C","  3","FD2","0","36539","mm","","         18.00"
"01/03/2021"," 3:06pm","  2070855","5","PSS","C","  3","FD2","0","36539","mm","","         10.00"
"01/03/2021"," 3:26pm","  2070875","5","PM","C","  3","FD2","0","61614","mm","","         10.00"
"01/03/2021"," 3:35pm","  2070885","5","PM","C","  3","FD2","0","61615","mm","","         10.00"
"01/03/2021"," 3:40pm","  2070887","5","PM","C","  3","FD2","0","17256","mm","","        250.00"
"01/04/2021"," 7:26am","  2070967","5","AR","C","  3","FD2","0","60864","pd","","        175.00"
"01/04/2021"," 7:50am","  2070979","5","AR","C","  3","FD2","0","49993","pd","","        375.00"
"01/04/2021"," 8:18am","  2070989","5","AR","C","  3","FD2","0","53889","pd","","        125.00"
"01/04/2021","11:45am","  2071085","5","PSS","C","  3","FD2","0","50275","mr","","         20.00"
"01/04/2021","11:52am","  2071089","5","PM","C","  3","FD2","0","61616","mr","","         10.00"
"01/04/2021","12:13pm","  2071103","5","PM","C","  3","FD1","0","61618","nw","","         10.00"
"01/04/2021","12:35pm","  2071117","5","PM","C","  3","FD2","0","61122","mr","","         20.00"
"01/04/2021","12:48pm","  2071121","5","PSS","C","  3","FD2","0","36539","mr","","         34.00"
"01/04/2021"," 3:51pm","  2071212","5","PSS","C","  3","FD2","0","53498","cj","","         10.00"
"01/04/2021"," 3:54pm","  2071218","5","PSS","C","  3","FD2","0","49738","cj","","         35.00"
"01/04/2021"," 3:59pm","  2071219","5","PSS","C","  3","FD2","0","51071","cj","","         35.00"
"01/04/2021"," 4:00pm","  2071220","5","PSS","C","  3","FD1","0","THE HEIGHTS","JC","","         10.00"
"01/04/2021"," 5:28pm","  2071284","5","AR","C","  3","FD1","0","47156","JC","","        210.00"
"01/04/2021"," 5:37pm","  2071300","5","PM","C","  3","FD2","0","61620","JC","","        400.00"
"01/04/2021"," 6:12pm","  2071331","5","PSS","C","  3","FD2","0","THE HEIGHTS","JD","","         10.00"
"01/04/2021"," 6:28pm","  2071344","5","PM","C","  3","FD2","0","61621","JC","","         10.00"
"01/04/2021"," 6:47pm","  2071359","5","PM","C","  3","FD2","0","61622","JD","","         10.00"
"01/04/2021"," 6:48pm","  2071358","5","PM","C","  3","FD1","0","61240","JC","","         10.00"
"01/04/2021"," 6:53pm","  2071363","5","PM","C","  3","FD1","0","61623","JC","","        135.00"
"01/04/2021"," 7:19pm","  2071375","5","PSS","C","  3","FD2","0","THE HEIGHTS","JD","","          5.00"
"01/04/2021"," 7:33pm","  2071380","5","PM","C","  3","FD2","0","23911","JD","","         71.00"
"01/05/2021"," 5:35am","  2071404","5","PSS","C","  3","FD2","0","15303","nw","","        120.00"
"01/05/2021"," 5:39am","  2071409","5","PSS","C","  3","FD2","0","709","kg","","        119.00"
"01/05/2021"," 5:53am","  2071413","5","PM","C","  3","FD2","0","44318","kg","","         10.00"
"01/05/2021"," 7:56am","  2071474","5","AR","C","  3","FD2","0","61035","kg","","         95.00"
"01/05/2021"," 8:03am","  2071476","5","PSS","C","  3","FD2","0","33398","kg","","        110.00"
"01/05/2021","10:04am","  2071538","5","PM","C","  3","FD2","0","61624","mr","","        250.00"
"01/05/2021","10:22am","  2071558","5","PSS","C","  3","FD2","0","57306","mr","","          6.00"
"01/05/2021","11:03am","  2071570","5","PM","C","  3","FD2","0","12128","mr","","        125.00"
"01/05/2021","11:39am","  2071588","5","PSS","C","  3","FD2","0","36539","mr","","          6.00"
"01/05/2021"," 1:17pm","  2071616","5","PM","C","  3","FD2","0","10230","mr","","        125.00"
"01/05/2021"," 1:58pm","  2071632","5","PSS","C","  3","FD2","0","30195","mr","","         11.00"
"01/05/2021"," 4:19pm","  2071709","5","PM","C","  3","FD2","0","18375","av","","        140.00"
"01/05/2021"," 4:40pm","  2071736","5","PSS","C","  3","FD2","0","54679","av","","         35.00"
"01/05/2021"," 5:26pm","  2071781","5","PMV","C","  3","FD2","0","36539","ds","","          5.00"
"01/06/2021"," 5:33am","  2071882","5","PSS","C","  3","FD2","0","34758","nw","","         72.00"
"01/06/2021"," 5:36am","  2071887","5","PSS","C","  3","FD2","0","60272","nw","","         96.00"
"01/06/2021"," 5:39am","  2071890","5","PSS","C","  3","FD2","0","4762","nw","","         96.00"
"01/06/2021"," 6:13am","  2071906","5","PSS","C","  3","FD2","0","36539","pd","","         20.00"
"01/06/2021"," 7:52am","  2071949","5","AR","C","  3","FD2","0","60793","nw","","        325.00"
"01/06/2021"," 8:03am","  2071955","5","AR","C","  3","FD2","0","36420","pd","","        125.00"
"01/06/2021","10:37am","  2072013","5","PSS","C","  3","FD2","0","36539","mr","","         10.00"
"01/06/2021","10:47am","  2072024","5","PM","C","  3","FD2","0","39426","mr","","         32.00"
"01/06/2021","11:16am","  2072041","5","PSS","C","  3","FD2","0","36539","mr","","         10.00"
"01/06/2021"," 3:14pm","  2072122","5","PSS","C","  3","FD3","0","40569","av","","         20.00"
"01/06/2021"," 3:26pm","  2072127","5","PM","C","  3","FD2","0","60843","av","","         10.00"
"01/06/2021"," 4:02pm","  2072154","5","PSS","C","  3","FD2","0","57306","av","","          6.00"
"01/06/2021"," 6:16pm","  2072242","5","PSS","C","  3","FD2","0","THE HEIGHTS","JC","","         20.00"
"01/06/2021"," 6:33pm","  2072253","5","PSS","C","  3","FD2","0","36539","mm","","         10.00"
"01/07/2021"," 5:40am","  2072295","5","PSS","C","  3","FD2","0","51262","jg","","         72.00"
"01/07/2021","10:59am","  2072431","5","PSS","C","  3","FD3","0","61538","cj","","          8.00"
"01/07/2021","12:05pm","  2072453","5","PSS","C","  3","FD3","0","30267","cj","","         20.00"
"01/07/2021"," 2:28pm","  2072499","5","PSS","C","  3","FD2","0","60948","av","","         20.00"
"01/07/2021"," 2:57pm","  2072513","5","PSS","C","  3","FD2","0","1694","av","","         10.00"
"01/07/2021"," 6:57pm","  2072675","5","PM","C","  3","FD2","0","61628","ds","","         10.00"
"01/07/2021"," 7:33pm","  2072683","5","PM","C","  3","FD2","0","61629","ds","","        500.00"
"01/08/2021"," 5:38am","  2072712","5","PSS","C","  3","FD2","0","16082","kg","","         96.00"
"01/08/2021"," 8:13am","  2072772","5","PM","C","  3","FD2","0","61041","kg","","         11.00"
"01/08/2021"," 9:43am","  2072803","5","PM","C","  3","FD2","0","32056","cj","","         80.00"
"01/08/2021","11:38am","  2072852","5","PM","C","  3","FD2","0","644","cj","","        125.00"
"01/08/2021","11:50am","  2072855","5","PSS","C","  3","FD3","0","36539","cj","","         18.00"
"01/08/2021","12:11pm","  2072858","5","PM","C","  3","FD2","0","808","cj","","         10.00"
"01/08/2021"," 1:15pm","  2072889","5","PM","C","  3","FD2","0","61370","cj","","         10.00"
"01/08/2021"," 2:56pm","  2072942","5","PSS","C","  3","FD2","0","THE HEIGHTS","kr","","         16.00"
"01/08/2021"," 3:03pm","  2072946","5","PSS","C","  3","FD2","0","35628","kr","","          6.00"
"01/08/2021"," 3:48pm","  2072966","5","PM","C","  3","FD2","0","58087","kr","","        400.00"
"01/08/2021"," 4:01pm","  2072974","5","PSS","C","  3","FD1","0","22003","JC","","          5.00"
"01/08/2021"," 4:05pm","  2072978","5","PSS","C","  3","FD1","0","41290","JC","","         20.00"
"01/08/2021"," 4:25pm","  2072987","5","AR","C","  3","FD2","0","60531","kr","","        175.00"
"01/08/2021"," 5:46pm","  2073034","5","PSS","C","  3","FD1","0","THE HEIGHTS","JD","","         10.00"
"01/08/2021"," 6:20pm","  2073052","5","PM","C","  3","FD2","0","61314","JC","","         55.00"
"01/09/2021"," 8:38am","  2073119","5","PSS","C","  3","FD2","0","THE HEIGHTS","JC","","         10.00"
"01/09/2021","10:55am","  2073185","5","PSS","C","  3","FD1","0","THE HEIGHTS","cj","","         12.00"
"01/09/2021","10:57am","  2073188","5","PSS","C","  3","FD1","0","THE HEIGHTS","cj","","         12.00"
"01/09/2021","12:38pm","  2073252","5","PSS","C","  3","FD3","0","11420","kb","","         10.00"
"01/09/2021"," 1:27pm","  2073260","5","PSS","C","  3","FD3","0","36539","kb","","         21.00"
"01/09/2021"," 2:21pm","  2073269","5","PSS","C","  3","FD2","0","36539","TM","","          6.00"
"01/09/2021"," 3:48pm","  2073333","5","PSS","C","  3","FD2","0","THE HEIGHTS","kb","","          3.00"
"01/09/2021"," 3:49pm","  2073335","5","PSS","C","  3","FD2","0","36539","kb","","         10.00"
"01/09/2021"," 4:12pm","  2073345","5","PSS","C","  3","FD3","0","59656","kb","","         60.00"
"01/10/2021"," 8:47am","  2073381","5","PM","C","  3","FD2","0","43189","TM","","        400.00"
"01/10/2021","10:07am","  2073430","5","PSS","C","  3","FD2","0","61349","TM","","         30.00"
"01/10/2021","10:27am","  2073439","5","PSS","C","  3","FD2","0","61633","TM","","         30.00"
"01/10/2021","10:34am","  2073443","5","PSS","C","  3","FD2","0","THE HEIGHTS","cj","","         10.00"
"01/10/2021","10:52am","  2073458","5","PSS","C","  3","FD2","0","37854","TM","","         11.00"
"01/10/2021","11:09am","  2073469","5","PSS","C","  3","FD2","0","36539","TM","","         18.00"
"01/10/2021","11:20am","  2073474","5","PSS","C","  3","FD2","0","61214","TM","","         50.00"
"01/10/2021","11:46am","  2073484","5","PSS","C","  3","FD2","0","61634","TM","","         21.00"
"01/10/2021","11:58am","  2073494","5","PSS","C","  3","FD2","0","36539","TM","","         34.00"
"01/10/2021"," 1:31pm","  2073541","5","PSS","C","  3","FD2","0","36539","mm","","          6.00"
"01/10/2021"," 1:36pm","  2073544","5","PSS","C","  3","FD2","0","55496","mm","","         11.00"
"01/10/2021"," 2:00pm","  2073549","5","PM","C","  3","FD2","0","53482","mm","","         10.00"
"01/10/2021"," 2:00pm","  2073551","5","PSS","C","  3","FD3","0","36539","MN","","         10.00"
"01/10/2021"," 2:03pm","  2073556","5","PSS","C","  3","FD3","0","36539","MN","","         10.00"
"01/10/2021"," 2:06pm","  2073557","5","PSS","C","  3","FD3","0","36539","MN","","         26.00"
"01/10/2021"," 2:59pm","  2073576","5","PSS","C","  3","FD2","0","49882","mm","","          6.00"
"01/10/2021"," 4:24pm","  2073620","5","PM","C","  3","FD2","0","61635","mm","","         10.00"
"01/11/2021"," 5:32am","  2073647","5","PSS","C","  3","FD2","0","38909","jg","","         54.00"
"01/11/2021"," 9:59am","  2073777","5","PM","C","  3","FD2","0","1409","cj","","        125.00"
"01/11/2021","11:22am","  2073810","5","PSS","C","  3","FD3","0","61636","cj","","         10.00"
"01/11/2021","11:24am","  2073811","5","PSS","C","  3","FD3","0","38373","cj","","         20.00"
"01/11/2021"," 1:22pm","  2073857","5","PSS","C","  3","FD3","0","29683","cj","","         20.00"
"01/11/2021"," 1:33pm","  2073863","5","PSS","C","  3","FD2","0","61546","cj","","         20.00"
"01/11/2021"," 1:39pm","  2073869","5","PSS","C","  3","FD3","0","61178","cj","","         20.00"
"01/11/2021"," 1:53pm","  2073876","5","PM","C","  3","FD2","0","61198","cj","","        226.92"
"01/11/2021"," 2:40pm","  2073901","5","AR","C","  3","FD2","0","53889","kg","","        125.00"
"01/11/2021"," 2:50pm","  2073904","5","PM","C","  3","FD2","0","53889","kg","","        400.00"
"01/11/2021"," 3:57pm","  2073948","5","PSS","C","  3","FD2","0","49738","kg","","         35.00"
"01/11/2021"," 4:01pm","  2073952","5","PSS","C","  3","FD2","0","49526","JC","","         10.00"
"01/11/2021"," 4:03pm","  2073953","5","PSS","C","  3","FD2","0","THE HEIGHTS","JC","","         10.00"
"01/11/2021"," 4:06pm","  2073956","5","PM","C","  3","FD1","0","49526","kg","","          6.00"
"01/11/2021"," 4:08pm","  2073959","5","PSS","C","  3","FD2","0","THE HEIGHTS","JC","","         35.00"
"01/11/2021"," 5:05pm","  2074006","5","PSS","C","  3","FD2","0","10328","JC","","         10.00"
"01/11/2021"," 6:38pm","  2074095","5","PSS","C","  3","FD2","0","61448","JC","","        300.00"
"01/11/2021"," 7:08pm","  2074111","5","PM","C","  3","FD2","0","61638","JD","","         10.00"
"01/12/2021"," 5:39am","  2074147","5","PSS","C","  3","FD2","0","231","nw","","         89.00"
"01/12/2021"," 5:42am","  2074150","5","SA","D","  3","FD2","0","231","nw","","         27.00"
"01/12/2021"," 8:06am","  2074212","5","PSS","C","  3","FD2","0","33398","kg","","         55.00"
"01/12/2021"," 8:11am","  2074215","5","AR","C","  3","FD2","0","41434","kg","","        500.00"
"01/12/2021","11:21am","  2074289","5","PSS","C","  3","FD3","0","36539","cj","","          6.00"
"01/12/2021","11:32am","  2074297","5","PSS","C","  3","FD3","0","61538","cj","","          8.00"
"01/12/2021","12:09pm","  2074305","5","PSS","C","  3","FD3","0","45587","cj","","         10.00"
"01/12/2021","12:10pm","  2074306","5","PSS","C","  3","FD3","0","45587","cj","","         10.00"
"01/12/2021"," 4:33pm","  2074398","5","PSS","C","  3","FD1","0","54679","JC","","         35.00"
"01/12/2021"," 6:46pm","  2074496","5","PSS","C","  3","FD2","0","30682","ds","","         20.00"
"01/13/2021"," 6:25am","  2074549","5","PSS","C","  3","FD2","0","28494","kg","","         81.00"
"01/13/2021","10:01am","  2074637","5","PSS","C","  3","FD3","0","47860","cj","","         10.00"
"01/13/2021","10:54am","  2074660","5","PSS","C","  3","FD2","0","61636","cj","","         10.00"
"01/13/2021"," 2:10pm","  2074724","5","PSS","C","  3","FD2","0","39956","kr","","         16.00"
"01/13/2021"," 2:35pm","  2074737","5","PSS","C","  3","FD2","0","THE HEIGHTS","kr","","          8.00"
"01/13/2021"," 3:35pm","  2074762","5","PSS","C","  3","FD2","0","THE HEIGHTS","kr","","         20.00"
"01/13/2021"," 3:53pm","  2074777","5","PM","C","  3","FD1","0","61055","jd","","         70.00"
"01/13/2021"," 4:13pm","  2074796","5","PSS","C","  3","FD2","0","THE HEIGHTS","JC","","         10.00"
"01/13/2021"," 4:27pm","  2074802","5","PSS","C","  3","FD2","0","THE HEIGHTS","kr","","         38.00"
"01/13/2021"," 4:43pm","  2074810","5","PM","C","  3","FD1","0","61637","Jc","","         10.00"
"01/13/2021"," 4:48pm","  2074815","5","PSS","C","  3","FD2","0","THE HEIGHTS","kr","","         36.00"
"01/13/2021"," 4:49pm","  2074818","5","AR","C","  3","FD1","0","55018","JC","","         25.00"
"01/13/2021"," 6:32pm","  2074879","5","PSS","C","  3","FD2","0","52087","mm","","          6.00"
"01/13/2021"," 7:20pm","  2074894","5","PM","C","  3","FD2","0","61643","mm","","        250.00"
"01/14/2021"," 7:45am","  2074965","5","AR","C","  3","FD2","0","61095","pd","","        125.00"
"01/14/2021"," 9:35am","  2075019","5","PM","C","  3","FD2","0","61644","cj","","        135.00"
"01/14/2021","11:06am","  2075057","5","PSS","C","  3","FD2","0","36539","cj","","         10.00"
"01/14/2021","12:09pm","  2075073","5","PSS","C","  3","FD3","0","61538","cj","","          8.00"
"01/14/2021","12:22pm","  2075077","5","PSS","C","  3","FD3","0","47860","cj","","         10.00"
"01/14/2021"," 1:47pm","  2075096","5","PSS","C","  3","FD2","0","THE HEIGHTS","Kr","","         10.00"
"01/14/2021"," 2:42pm","  2075122","5","PSS","C","  3","FD2","0","THE HEIGHTS","kr","","         10.00"
"01/14/2021"," 2:52pm","  2075125","5","PM","C","  3","FD2","0","51305","kr","","        250.00"
"01/14/2021"," 4:15pm","  2075160","5","PSS","C","  3","FD1","0","THE HEIGHTS","JC","","         10.00"
"01/14/2021"," 4:18pm","  2075156","5","AR","C","  3","FD2","0","23154","jd","","        462.50"
"01/14/2021"," 4:34pm","  2075172","5","PSS","C","  3","FD2","0","THE HEIGHTS","kr","","         10.00"
"01/14/2021"," 4:43pm","  2075180","5","PSS","C","  3","FD2","0","THE HEIGHTS","kr","","         10.00"
"01/14/2021"," 6:38pm","  2075270","5","PSS","C","  3","FD2","0","57527","JC","","         20.00"
"01/14/2021"," 6:53pm","  2075275","5","PM","C","  3","FD2","0","60688","JC","","         10.00"
"01/14/2021"," 6:58pm","  2075279","5","PSS","C","  3","FD2","0","61190","JC","","         20.00"
"01/15/2021"," 8:23am","  2075405","5","AR","C","  3","FD2","0","47156","pd","","        420.00"
"01/15/2021","11:58am","  2076560","5","PSS","C","  3","FD3","0","47860","pd","","         10.00"
"01/15/2021","12:58pm","  2076583","5","PSS","C","  3","FD2","0","54552","pd","","        625.00"
"01/15/2021"," 1:25pm","  2076598","5","PM","C","  3","FD2","0","23689","pd","","         10.00"
"01/15/2021"," 2:02pm","  2076624","5","PSS","C","  3","FD2","0","THE HEIGHTS","kr","","         16.00"
"01/15/2021"," 2:47pm","  2076642","5","PSS","C","  3","FD2","0","THE HEIGHTS","kr","","         10.00"
"01/15/2021"," 3:01pm","  2076651","5","AR","C","  3","FD2","0","36420","MAC","","        250.00"
"01/15/2021"," 3:05pm","  2076653","5","PSS","C","  1","FD2","0","36539","MAC","","        159.65"
"01/15/2021"," 3:49pm","  2076667","5","PM","C","  3","FD2","0","33831","KR","","         10.00"
"01/15/2021"," 4:02pm","  2076672","5","PSS","C","  3","FD2","0","61311","kr","","         20.00"
"01/15/2021"," 4:13pm","  2076679","5","AR","C","  3","FD2","0","61035","JC","","        150.00"
"01/15/2021"," 4:28pm","  2076688","5","PSS","C","  3","FD2","0","THE HEIGHTS","kr","","         12.00"
"01/15/2021"," 5:06pm","  2076713","5","PSS","C","  3","FD1","0","THE HEIGHTS","JD","","          6.00"
"01/15/2021"," 5:08pm","  2076711","5","PM","C","  3","FD2","0","61648","JC","","         10.00"
"01/15/2021"," 5:27pm","  2076731","5","PSS","C","  3","FD2","0","THE HEIGHTS","JD","","         36.00"
"01/15/2021"," 6:11pm","  2076754","5","PM","C","  3","FD2","0","61649","JD","","         10.00"
"01/15/2021"," 6:45pm","  2076767","5","PSS","C","  3","FD2","0","THE HEIGHTS","JC","","          6.00"
"01/15/2021"," 6:50pm","  2076768","5","PSS","C","  3","FD2","0","THE HEIGHTS","JD","","          6.00"
"01/16/2021"," 8:11am","  2076811","5","PM","C","  3","FD2","0","61650","kb","","        250.00"
"01/16/2021"," 8:53am","  2076838","5","PM","C","  3","FD3","0","28884","kb","","        400.00"
"01/16/2021","10:10am","  2076881","5","PSS","C","  3","FD2","0","61349","kb","","         30.00"
"01/16/2021","10:20am","  2076890","5","PSS","C","  3","FD2","0","61633","kb","","         30.00"
"01/16/2021","10:25am","  2076892","5","PSS","C","  3","FD3","0","36539","kb","","         26.00"
"01/16/2021","10:39am","  2076897","5","PM","C","  3","FD2","0","53324","kb","","         80.00"
"01/16/2021","10:48am","  2076910","5","PSS","C","  3","FD3","0","THE HEIGHTS","kb","","         12.00"
"01/16/2021","10:49am","  2076907","5","PM","C","  3","FD2","0","22901","JC","","        125.00"
"01/16/2021","10:51am","  2076915","5","PSS","C","  3","FD2","0","THE HEIGHTS","JC","","          8.00"
"01/16/2021","10:58am","  2076921","5","PSS","C","  3","FD3","0","THE HEIGHTS","kb","","         12.00"
"01/16/2021","11:05am","  2076926","5","PM","C","  3","FD2","0","57099","kb","","         10.00"
"01/16/2021","11:42am","  2076942","5","PSS","C","  3","FD2","0","57167","kb","","         20.00"
"01/16/2021","11:49am","  2076947","5","PSS","C","  3","FD1","0","THE HEIGHTS","JC","","         44.00"
"01/16/2021","12:45pm","  2076963","5","PSS","C","  3","FD2","0","42265","mm","","         16.00"
"01/16/2021","12:48pm","  2076964","5","PSS","C","  3","FD2","0","36539","TM","","         44.00"
"01/16/2021","12:56pm","  2076969","5","PSS","C","  3","FD2","0","41152","mm","","         26.00"
"01/16/2021"," 2:06pm","  2077009","5","PSS","C","  3","FD1","0","THE HEIGHTS","mm","","         10.00"
"01/16/2021"," 2:19pm","  2077017","5","PSS","C","  3","FD2","0","THE HEIGHTS","mm","","         18.00"
"01/16/2021"," 3:34pm","  2077057","5","PSS","C","  3","FD2","0","5806","mm","","          6.00"
"01/16/2021"," 4:24pm","  2077089","5","PSS","C","  3","FD2","0","231","mm","","         10.00"
"01/17/2021"," 8:38am","  2077115","5","PM","C","  3","FD2","0","61652","TM","","         10.00"
"01/17/2021","10:07am","  2077173","5","PM","C","  3","FD2","0","53680","TM","","          6.00"
"01/17/2021","10:22am","  2077190","5","PSS","C","  3","FD2","0","THE HEIGHTS","cj","","         10.00"
"01/17/2021","10:24am","  2077191","5","PSS","C","  3","FD2","0","THE HEIGHTS","cj","","         10.00"
"01/17/2021","11:06am","  2077225","5","PSS","C","  3","FD2","0","36539","TM","","         15.00"
"01/17/2021","11:31am","  2077238","5","PMV","C","  3","FD2","0","36099","TM","","          5.00"
"01/17/2021","12:32pm","  2077275","5","PM","C","  3","FD2","0","58099","TM","","        125.00"
"01/17/2021","12:55pm","  2077284","5","PSS","C","  3","FD3","0","THE HEIGHTS","cj","","         23.00"
"01/17/2021"," 1:22pm","  2077306","5","PSS","C","  3","FD2","0","61655","MN","","         44.00"
"01/17/2021"," 1:41pm","  2077314","5","PM","C","  3","FD2","0","61656","MN","","        125.00"
"01/17/2021"," 2:00pm","  2077319","5","PSS","C","  3","FD2","0","60717","mr","","         20.00"
"01/17/2021"," 2:07pm","  2077323","5","PSS","C","  3","FD2","0","54892","mr","","         12.00"
"01/17/2021"," 2:38pm","  2077336","5","PSS","C","  3","FD3","0","23241","MN","","         16.00"
"01/17/2021"," 3:14pm","  2077356","5","PM","C","  3","FD2","0","57660","mr","","         10.00"
"01/18/2021"," 9:42am","  2077512","5","PSS","C","  3","FD2","0","47860","mm","","         10.00"
"01/18/2021"," 9:42am","  2077513","5","PSS","C","  3","FD1","0","36539","mr","","         18.00"
"01/18/2021"," 9:54am","  2077523","5","PSS","C","  3","FD2","0","THE HEIGHTS","mm","","         36.00"
"01/18/2021","10:13am","  2077534","5","PM","C","  3","FD2","0","61657","mm","","        125.00"
"01/18/2021","10:35am","  2077545","5","PM","C","  3","FD2","0","12897","mm","","        250.00"
"01/18/2021","11:22am","  2077573","5","PSS","C","  3","FD2","0","61636","mm","","         10.00"
"01/18/2021","11:24am","  2077577","5","PSS","C","  3","FD2","0","THE HEIGHTS","mm","","         18.00"
"01/18/2021","11:45am","  2077593","5","PSS","C","  3","FD2","0","THE HEIGHTS","mm","","         20.00"
"01/18/2021","12:25pm","  2077615","5","PSS","C","  3","FD2","0","THE HEIGHTS","mr","","         11.00"
"01/18/2021","12:58pm","  2077635","5","PSS","C","  3","FD2","0","30195","mm","","          5.00"
"01/18/2021"," 1:14pm","  2077640","5","PM","C","  3","FD2","0","30721","mm","","        125.00"
"01/18/2021"," 1:46pm","  2077664","5","PSS","C","  3","FD2","0","30195","mr","","         11.00"
"01/18/2021"," 2:02pm","  2077678","5","PM","C","  3","FD2","0","49699","mr","","         10.00"
"01/18/2021"," 2:36pm","  2077698","5","PSS","C","  3","FD2","0","THE HEIGHTS","JC","","         28.00"
"01/18/2021"," 2:43pm","  2077702","5","PSI","C","  3","FD2","0","THE HEIGHTS","JC","","          5.00"
"01/18/2021"," 3:58pm","  2077753","5","PSS","C","  3","FD2","0","THE HEIGHTS","JC","","         10.00"
"01/18/2021"," 4:17pm","  2077778","5","PSS","C","  3","FD1","0","THE HEIGHTS","JC","","         10.00"
"01/18/2021"," 4:17pm","  2077771","5","PM","C","  3","FD2","0","53099","kg","","        400.00"
"01/18/2021"," 5:04pm","  2077813","5","PM","C","  3","FD2","0","59138","JC","","         10.00"
"01/18/2021"," 6:14pm","  2077863","5","PSS","C","  3","FD2","0","THE HEIGHTS","JD","","          6.00"
"01/18/2021"," 6:15pm","  2077866","5","PSS","C","  3","FD2","0","THE HEIGHTS","JD","","          6.00"
